Time (ms),Spikeling Vm (mV),Stimulus (%),Total Current Input (a.u.),Synapse 1 Vm (mV),Synapse 1 Input (a.u.),Synapse 2 Vm (mV),Synapse 2 Input (a.u.),Trigger
39.7,-76.96390305,0,2,-65,0,-65,0,0
39.8,-76.73344479,0,0,-65,0,-65,0,0
39.9,-76.72800864,0,-1,-65,0,-65,0,0
40,-76.8217624,0,1,-65,0,-65,0,0
40.1,-76.7033797,0,1,-65,0,-65,0,0
40.2,-76.59708225,0,-2,-65,0,-65,0,0
40.3,-76.8014027,0,-3,-65,0,-65,0,0
40.4,-77.08109307,0,-2,-65,0,-65,0,0
40.5,-77.22704194,0,-2,-65,0,-65,0,0
40.6,-77.35444902,0,2,-65,0,-65,0,0
40.7,-77.06534645,0,-2,-65,0,-65,0,0
40.8,-77.20884558,0,-3,-65,0,-65,0,0
40.9,-77.43411889,0,0,-65,0,-65,0,0
41,-77.33125241,0,1,-65,0,-65,0,0
41.1,-77.13921163,0,2,-65,0,-65,0,0
41.2,-76.86839775,0,-1,-65,0,-65,0,0
41.3,-76.92760896,0,2,-65,0,-65,0,0
41.4,-76.67860286,0,3,-65,0,-65,0,0
41.5,-76.35670486,0,1,-65,0,-65,0,0
41.6,-76.26953617,0,-1,-65,0,-65,0,0
41.7,-76.39063754,0,3,-65,0,-65,0,0
41.8,-76.09697554,0,-3,-65,0,-65,0,0
41.9,-76.43425165,0,-1,-65,0,-65,0,0
42,-76.53302432,0,3,-65,0,-65,0,0
42.1,-76.21938521,0,0,-65,0,-65,0,0
42.2,-76.23921616,0,-3,-65,0,-65,0,0
42.3,-76.55552398,0,-1,-65,0,-65,0,0
42.4,-76.63531007,0,3,-65,0,-65,0,0
42.5,-76.30474376,0,3,-65,0,-65,0,0
42.6,-76.0097821,0,-3,-65,0,-65,0,0
42.7,-76.34572236,0,1,-65,0,-65,0,0
42.8,-76.24356753,0,3,-65,0,-65,0,0
42.9,-75.95135716,0,-2,-65,0,-65,0,0
43,-76.18961862,0,2,-65,0,-65,0,0
43.1,-76.00069187,0,3,-65,0,-65,0,0
43.2,-75.73100161,0,-1,-65,0,-65,0,0
43.3,-75.88885045,0,1,-65,0,-65,0,0
43.4,-75.82858991,0,3,-65,0,-65,0,0
43.5,-75.57347268,0,0,-65,0,-65,0,0
43.6,-75.64401403,0,1,-65,0,-65,0,0
43.7,-75.60587354,0,1,-65,0,-65,0,0
43.8,-75.57045771,0,0,-65,0,-65,0,0
43.9,-75.637474,0,3,-65,0,-65,0,0
44,-75.39618864,0,3,-65,0,-65,0,0
44.1,-75.17876542,0,1,-65,0,-65,0,0
44.2,-75.18233176,0,-1,-65,0,-65,0,0
44.3,-75.38428588,0,-3,-65,0,-65,0,0
44.4,-75.76433085,0,2,-65,0,-65,0,0
44.5,-75.60335652,0,-1,-65,0,-65,0,0
44.6,-75.75810055,0,-2,-65,0,-65,0,0
44.7,-75.99526406,0,-3,-65,0,-65,0,0
44.8,-76.30577754,0,3,-65,0,-65,0,0
44.9,-75.98110141,0,-3,-65,0,-65,0,0
45,-76.29059819,0,-1,-65,0,-65,0,0
45.1,-76.36505842,0,1,-65,0,-65,0,0
45.2,-76.2300067,0,-3,-65,0,-65,0,0
45.3,-76.508595,0,-3,-65,0,-65,0,0
45.4,-76.75499708,0,3,-65,0,-65,0,0
